OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,TrackingNumber,ItemsInCart,CouponCode,TotalPrice,OrderYear,OrderMonth,OrderDayOfWeek,AvgItemPrice,HasCoupon,CartUtilization,PaymentMethod_Cash,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Cancelled,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,ReferralSource_Email,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral
ORD200046,2024-06-26,C43212,Monitor,4,550.14,223 Main St,TRK25100762,4,FREESHIP,2200.56,2024,6,Wednesday,550.14,1,1.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
ORD200047,2023-07-19,C38134,Desk,2,209.94,323 Main St,TRK42450754,3,FREESHIP,419.88,2023,7,Wednesday,209.94,1,0.6666666666666666,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
ORD200048,2023-08-26,C12408,Monitor,2,80.77,464 Main St,TRK38938858,4,NoCoupon,161.54,2023,8,Saturday,80.77,0,0.5,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
ORD200049,2023-10-07,C11985,Printer,1,30.44,633 Main St,TRK53272402,1,SAVE10,30.44,2023,10,Saturday,30.44,1,1.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
ORD200050,2023-07-31,C96494,Tablet,1,179.22,446 Main St,TRK14675049,6,FREESHIP,179.22,2023,7,Monday,179.22,1,0.16666666666666666,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
ORD200051,2024-12-30,C36778,Tablet,1,388.33,434 Main St,TRK67610289,2,SAVE10,388.33,2024,12,Monday,388.33,1,0.5,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
ORD200052,2024-09-08,C30513,Tablet,1,586.44,232 Main St,TRK64320429,5,SAVE10,586.44,2024,9,Sunday,586.44,1,0.2,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
ORD200053,2024-05-18,C67551,Phone,4,488.78,512 Main St,TRK94992552,5,FREESHIP,1955.12,2024,5,Saturday,488.78,1,0.8,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
ORD200054,2025-03-27,C48120,Chair,1,280.25,623 Main St,TRK11014449,5,WINTER15,280.25,2025,3,Thursday,280.25,1,0.2,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
ORD200055,2025-06-24,C95984,Printer,3,344.4,565 Main St,TRK67434829,3,NoCoupon,1033.2,2025,6,Tuesday,344.40000000000003,0,1.0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
ORD200056,2023-05-21,C54298,Tablet,3,479.21,566 Main St,TRK62902341,5,WINTER15,1437.63,2023,5,Sunday,479.21000000000004,1,0.6,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
ORD200057,2023-01-22,C88036,Printer,5,314.27,842 Main St,TRK52470128,6,SAVE10,1571.35,2023,1,Sunday,314.27,1,0.8333333333333334,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
ORD200058,2023-01-15,C60190,Phone,4,474.69,202 Main St,TRK70857868,6,SAVE10,1898.76,2023,1,Sunday,474.69,1,0.6666666666666666,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
ORD200059,2024-09-11,C97603,Chair,4,593.27,811 Main St,TRK47055028,5,NoCoupon,2373.08,2024,9,Wednesday,593.27,0,0.8,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
ORD200060,2024-08-21,C39256,Desk,1,417.1,634 Main St,TRK23412025,3,FREESHIP,417.1,2024,8,Wednesday,417.1,1,0.3333333333333333,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
ORD200061,2024-03-24,C61618,Desk,4,122.2,104 Main St,TRK43458485,7,FREESHIP,488.8,2024,3,Sunday,122.2,1,0.5714285714285714,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
ORD200062,2023-08-22,C36497,Desk,2,43.15,691 Main St,TRK12102911,3,WINTER15,86.3,2023,8,Tuesday,43.15,1,0.6666666666666666,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
ORD200063,2025-02-02,C96695,Chair,1,564.86,813 Main St,TRK64283851,6,WINTER15,564.86,2025,2,Sunday,564.86,1,0.16666666666666666,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
ORD200064,2025-06-25,C49720,Printer,3,130.61,752 Main St,TRK55785217,4,FREESHIP,391.83,2025,6,Wednesday,130.60999999999999,1,0.75,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
ORD200065,2023-12-30,C97735,Monitor,5,81.7,385 Main St,TRK13743703,6,NoCoupon,408.5,2023,12,Saturday,81.7,0,0.8333333333333334,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
ORD200066,2024-11-15,C18104,Chair,5,127.18,715 Main St,TRK15488568,9,SAVE10,635.9000000000001,2024,11,Friday,127.18000000000002,1,0.5555555555555556,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
ORD200067,2024-12-09,C25587,Printer,4,12.1,440 Main St,TRK55105323,8,NoCoupon,48.4,2024,12,Monday,12.1,0,0.5,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
ORD200068,2023-12-11,C41598,Chair,3,490.92,709 Main St,TRK81665940,5,FREESHIP,1472.76,2023,12,Monday,490.92,1,0.6,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
ORD200069,2023-05-11,C43338,Monitor,3,478.65,552 Main St,TRK35241775,4,NoCoupon,1435.95,2023,5,Thursday,478.65000000000003,0,0.75,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
ORD200070,2023-05-26,C25123,Desk,1,629.21,384 Main St,TRK27812282,2,FREESHIP,629.21,2023,5,Friday,629.21,1,0.5,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
ORD200071,2025-06-10,C37454,Monitor,3,434.45,923 Main St,TRK28252730,4,NoCoupon,1303.35,2025,6,Tuesday,434.45,0,0.75,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
ORD200072,2024-12-22,C19451,Tablet,4,589.44,942 Main St,TRK87787793,5,NoCoupon,2357.76,2024,12,Sunday,589.44,0,0.8,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
ORD200073,2023-05-03,C17269,Monitor,4,433.45,129 Main St,TRK79608389,4,NoCoupon,1733.8,2023,5,Wednesday,433.45,0,1.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
ORD200074,2023-06-24,C25382,Phone,5,90.87,622 Main St,TRK64691287,5,NoCoupon,454.35,2023,6,Saturday,90.87,0,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
ORD200075,2023-09-26,C80651,Tablet,3,398.17,917 Main St,TRK14846720,5,SAVE10,1194.51,2023,9,Tuesday,398.17,1,0.6,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
ORD200076,2024-03-31,C58638,Laptop,4,382.88,239 Main St,TRK38224871,6,WINTER15,1531.52,2024,3,Sunday,382.88,1,0.6666666666666666,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ORD200077,2024-05-24,C50121,Phone,1,583.18,348 Main St,TRK79810059,5,NoCoupon,583.18,2024,5,Friday,583.18,0,0.2,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
ORD200078,2024-08-06,C32029,Printer,4,175.36,146 Main St,TRK68535532,4,FREESHIP,701.44,2024,8,Tuesday,175.36,1,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
ORD200079,2025-03-10,C76700,Tablet,2,311.91,103 Main St,TRK13036341,2,NoCoupon,623.82,2025,3,Monday,311.91,0,1.0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
ORD200080,2023-06-27,C29041,Phone,3,589.56,591 Main St,TRK28840655,6,NoCoupon,1768.68,2023,6,Tuesday,589.5600000000001,0,0.5,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
ORD200081,2023-06-08,C29314,Monitor,2,394.3,496 Main St,TRK59876213,6,FREESHIP,788.6,2023,6,Thursday,394.3,1,0.3333333333333333,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
ORD200082,2024-01-05,C65799,Tablet,4,565.2,971 Main St,TRK66906607,9,SAVE10,2260.8,2024,1,Friday,565.2,1,0.4444444444444444,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
ORD200083,2023-08-22,C15681,Laptop,4,540.41,989 Main St,TRK75112172,6,NoCoupon,2161.64,2023,8,Tuesday,540.41,0,0.6666666666666666,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
ORD200084,2023-08-28,C64160,Monitor,2,165.49,967 Main St,TRK34121529,4,WINTER15,330.98,2023,8,Monday,165.49,1,0.5,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
ORD200085,2024-09-09,C14553,Tablet,3,146.73,768 Main St,TRK93538334,8,FREESHIP,440.1899999999999,2024,9,Monday,146.72999999999996,1,0.375,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
ORD200086,2024-06-19,C88205,Printer,5,643.03,447 Main St,TRK93504166,5,FREESHIP,3215.15,2024,6,Wednesday,643.03,1,1.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
ORD200087,2024-10-10,C91245,Tablet,3,225.11,915 Main St,TRK46976391,4,SAVE10,675.33,2024,10,Thursday,225.11,1,0.75,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
ORD200088,2025-06-05,C75439,Desk,3,114.81,318 Main St,TRK19831653,7,NoCoupon,344.43,2025,6,Thursday,114.81,0,0.42857142857142855,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
ORD200089,2025-02-25,C17181,Printer,5,455.33,291 Main St,TRK78912978,8,FREESHIP,2276.65,2025,2,Tuesday,455.33000000000004,1,0.625,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
ORD200090,2023-09-18,C36540,Chair,4,182.08,611 Main St,TRK35828122,4,SAVE10,728.32,2023,9,Monday,182.08,1,1.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
ORD200091,2023-03-15,C98216,Laptop,5,492.75,196 Main St,TRK40986666,6,WINTER15,2463.75,2023,3,Wednesday,492.75,1,0.8333333333333334,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
ORD200092,2024-06-10,C29568,Printer,4,48.61,203 Main St,TRK46531075,7,FREESHIP,194.44,2024,6,Monday,48.61,1,0.5714285714285714,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
ORD200093,2023-01-14,C97262,Desk,4,431.01,837 Main St,TRK65990229,7,NoCoupon,1724.04,2023,1,Saturday,431.01,0,0.5714285714285714,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
ORD200094,2023-02-11,C79821,Chair,1,531.18,781 Main St,TRK12780193,6,WINTER15,531.18,2023,2,Saturday,531.18,1,0.16666666666666666,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
ORD200095,2023-03-24,C76761,Printer,4,117.51,839 Main St,TRK60179774,7,NoCoupon,470.04,2023,3,Friday,117.51,0,0.5714285714285714,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
ORD200096,2024-06-01,C93007,Phone,2,232.83,103 Main St,TRK85696091,7,NoCoupon,465.66,2024,6,Saturday,232.83,0,0.2857142857142857,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
ORD200097,2025-01-21,C15624,Tablet,5,619.52,922 Main St,TRK40621141,9,NoCoupon,3097.6,2025,1,Tuesday,619.52,0,0.5555555555555556,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
ORD200098,2023-01-14,C70921,Printer,2,228.54,533 Main St,TRK54983109,3,NoCoupon,457.08,2023,1,Saturday,228.54,0,0.6666666666666666,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
ORD200099,2025-04-12,C30477,Printer,1,201.58,717 Main St,TRK51829648,2,WINTER15,201.58,2025,4,Saturday,201.58,1,0.5,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
ORD200100,2023-02-17,C74866,Phone,3,664.79,743 Main St,TRK53783265,6,NoCoupon,1994.37,2023,2,Friday,664.79,0,0.5,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
ORD200101,2023-11-25,C15283,Printer,1,381.02,152 Main St,TRK19286291,6,NoCoupon,381.02,2023,11,Saturday,381.02,0,0.16666666666666666,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
ORD200102,2023-03-08,C18037,Laptop,2,70.34,944 Main St,TRK47362236,3,FREESHIP,140.68,2023,3,Wednesday,70.34,1,0.6666666666666666,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
ORD200103,2025-01-25,C62656,Phone,4,218.43,514 Main St,TRK86296459,9,SAVE10,873.72,2025,1,Saturday,218.43,1,0.4444444444444444,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
ORD200104,2024-07-30,C65744,Phone,1,582.04,647 Main St,TRK39906058,1,FREESHIP,582.04,2024,7,Tuesday,582.04,1,1.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
ORD200105,2024-10-24,C72290,Printer,3,185.4,810 Main St,TRK68792129,7,NoCoupon,556.2,2024,10,Thursday,185.4,0,0.42857142857142855,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
ORD200106,2023-09-08,C73514,Desk,3,465.05,126 Main St,TRK96777924,3,SAVE10,1395.15,2023,9,Friday,465.05,1,1.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
ORD200107,2023-03-27,C16775,Printer,5,670.75,848 Main St,TRK34392124,8,FREESHIP,3330.4075,2023,3,Monday,666.0815,1,0.625,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
ORD200108,2024-12-28,C33099,Laptop,5,48.38,522 Main St,TRK28522330,9,WINTER15,241.9,2024,12,Saturday,48.38,1,0.5555555555555556,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
ORD200109,2023-09-17,C51157,Desk,3,592.87,131 Main St,TRK18674578,3,FREESHIP,1778.61,2023,9,Sunday,592.87,1,1.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
ORD200110,2024-04-21,C74562,Tablet,1,220.77,388 Main St,TRK32062079,5,FREESHIP,220.77,2024,4,Sunday,220.77,1,0.2,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
ORD200111,2025-05-07,C95271,Desk,3,309.22,620 Main St,TRK74904969,7,FREESHIP,927.6600000000001,2025,5,Wednesday,309.22,1,0.42857142857142855,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
ORD200112,2023-01-01,C81366,Monitor,1,410.6,423 Main St,TRK17062206,2,WINTER15,410.6,2023,1,Sunday,410.6,1,0.5,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
ORD200113,2024-01-17,C65905,Laptop,5,190.08,605 Main St,TRK73954365,9,FREESHIP,950.4000000000001,2024,1,Wednesday,190.08,1,0.5555555555555556,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
ORD200114,2025-01-27,C77272,Monitor,5,498.48,115 Main St,TRK29708128,8,SAVE10,2492.4,2025,1,Monday,498.48,1,0.625,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
ORD200115,2023-11-27,C32580,Phone,5,374.99,122 Main St,TRK23670394,9,SAVE10,1874.95,2023,11,Monday,374.99,1,0.5555555555555556,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
ORD200116,2023-03-19,C47761,Printer,4,291.35,109 Main St,TRK66669207,6,WINTER15,1165.4,2023,3,Sunday,291.35,1,0.6666666666666666,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
ORD200117,2023-03-08,C49187,Tablet,1,535.5,593 Main St,TRK81888598,5,WINTER15,535.5,2023,3,Wednesday,535.5,1,0.2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
ORD200118,2023-10-09,C27898,Printer,5,502.71,807 Main St,TRK61957665,7,FREESHIP,2513.55,2023,10,Monday,502.71000000000004,1,0.7142857142857143,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
ORD200119,2025-06-11,C14683,Desk,2,534.67,187 Main St,TRK47373682,7,FREESHIP,1069.34,2025,6,Wednesday,534.67,1,0.2857142857142857,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
ORD200120,2023-04-11,C58108,Tablet,4,629.34,986 Main St,TRK66218053,4,WINTER15,2517.36,2023,4,Tuesday,629.34,1,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
ORD200121,2023-11-30,C89822,Desk,1,410.78,673 Main St,TRK24138598,1,FREESHIP,410.78,2023,11,Thursday,410.78,1,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
ORD200122,2024-04-15,C96787,Laptop,2,533.02,588 Main St,TRK30422853,2,NoCoupon,1066.04,2024,4,Monday,533.02,0,1.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
ORD200123,2023-07-06,C86064,Desk,3,278.04,727 Main St,TRK62182901,5,NoCoupon,834.1200000000001,2023,7,Thursday,278.04,0,0.6,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
ORD200124,2024-07-28,C97148,Printer,4,283.79,563 Main St,TRK85321126,8,NoCoupon,1135.16,2024,7,Sunday,283.79,0,0.5,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
ORD200125,2024-11-06,C91099,Phone,2,512.65,758 Main St,TRK81846174,5,SAVE10,1025.3,2024,11,Wednesday,512.65,1,0.4,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
